क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,धातु,इडागम
१.२४४,भ्वादि,उछीँ,विवा॒से,['ई'],परस्मैपदी,उछ्,सेट्
१.२४५,भ्वादि,ध्रजँ,गतौ॑,['अ'],परस्मैपदी,ध्रज्,सेट्
१.२४६,भ्वादि,ध्रजिँ,गतौ॑,['इ'],परस्मैपदी,ध्रञ्ज्,सेट्
१.२४७,भ्वादि,व्रजँ,गतौ॑,['अ'],परस्मैपदी,व्रज्,सेट्
१.२४८,भ्वादि,व्रजिँ,गतौ॑,['इ'],परस्मैपदी,व्रञ्ज्,सेट्
१.२४९,भ्वादि,धृजँ,गतौ॑,['अ'],परस्मैपदी,धृज्,सेट्
१.२५०,भ्वादि,धृजिँ,गतौ॑,['इ'],परस्मैपदी,धृञ्ज्,सेट्
१.२५१,भ्वादि,ध्वजँ,गतौ॑,['अ'],परस्मैपदी,ध्वज्,सेट्
१.२५२,भ्वादि,ध्वजिँ,गतौ॑ ।,['इ'],परस्मैपदी,ध्वञ्ज्,सेट्
१.२५३,भ्वादि,ध्रिजँ,गतौ॑,['अ'],परस्मैपदी,ध्रिज्,सेट्
१.२५४,भ्वादि,कूजँ,अव्य॑क्ते॒ शब्दे॑,['अ'],परस्मैपदी,कूज्,सेट्
१.२५५,भ्वादि,कुजिँ,अव्य॑क्ते॒ शब्दे॑,['इ'],परस्मैपदी,कुञ्ज्,सेट्
१.२५६,भ्वादि,अर्जँ,अर्ज॑ने,['अ'],परस्मैपदी,अर्ज्,सेट्
१.२५७,भ्वादि,षर्जँ,अर्ज॑ने,['अ'],परस्मैपदी,सर्ज्,सेट्
१.२५८,भ्वादि,गर्जँ,शब्दे॑,['अ'],परस्मैपदी,गर्ज्,सेट्
१.२५९,भ्वादि,तर्जँ,भर्त्स॑ने,['अ'],परस्मैपदी,तर्ज्,सेट्
१.२६०,भ्वादि,कर्जँ,व्यथ॑ने,['अ'],परस्मैपदी,कर्ज्,सेट्
१.२६१,भ्वादि,खर्जँ,पूज॑ने च,['अ'],परस्मैपदी,खर्ज्,सेट्
१.२६२,भ्वादि,अजँ,गतिक्षप॒नयोः॑,['अ'],परस्मैपदी,अज्,सेट्
१.२६३,भ्वादि,तेजँ,पाल॑ने,['अ'],परस्मैपदी,तेज्,सेट्
१.२६४,भ्वादि,खजँ,म॒न्थे,['अ'],परस्मैपदी,खज्,सेट्
१.२६५,भ्वादि,कजँ,मदे॑ इत्येके॑,['अ'],परस्मैपदी,कज्,सेट्
१.२६६,भ्वादि,खजिँ,गतिवैक॒ल्ये,['इ'],परस्मैपदी,खञ्ज्,सेट्
१.२६७,भ्वादि,एजृँ,कम्प॑ने,['ऋ'],परस्मैपदी,एज्,सेट्
१.२६८,भ्वादि,टुओँस्फूर्जाँ,वज्रनिर्घो॒षे,"['आ', 'टु']",परस्मैपदी,ओस्फूर्ज्,सेट्
१.२६९,भ्वादि,क्षि॒,क्ष॒ये,[],परस्मैपदी,क्षि,अनिट्
१.२७०,भ्वादि,क्षीजँ,अव्य॑क्ते॒ शब्दे॑,['अ'],परस्मैपदी,क्षीज्,सेट्
१.२७१,भ्वादि,लजँ,भर्जने,['अ'],परस्मैपदी,लज्,सेट्
१.२७२,भ्वादि,लजिँ,भर्जने,['इ'],परस्मैपदी,लञ्ज्,सेट्
१.२७३,भ्वादि,लाजँ,भर्जने भर्त्स॑ने च,['अ'],परस्मैपदी,लाज्,सेट्
१.२७४,भ्वादि,लाजिँ,भर्जने भर्त्स॑ने च,['इ'],परस्मैपदी,लाञ्ज्,सेट्
१.२७५,भ्वादि,जजँ,यु॒द्धे,['अ'],परस्मैपदी,जज्,सेट्
१.२७६,भ्वादि,जजिँ,यु॒द्धे,['इ'],परस्मैपदी,जञ्ज्,सेट्
१.२७७,भ्वादि,तुजँ,हिं॒साया॑म्,['अ'],परस्मैपदी,तुज्,सेट्
१.२७८,भ्वादि,तुजिँ,पाल॑ने,['इ'],परस्मैपदी,तुञ्ज्,सेट्
१.२७९,भ्वादि,गजँ,शब्दे मदने च,['अ'],परस्मैपदी,गज्,सेट्
१.२८०,भ्वादि,गजिँ,शब्दे,['इ'],परस्मैपदी,गञ्ज्,सेट्
१.२८१,भ्वादि,गृजँ,शब्दे,['अ'],परस्मैपदी,गृज्,सेट्
१.२८२,भ्वादि,गृजिँ,शब्दे,['इ'],परस्मैपदी,गृञ्ज्,सेट्
१.२८३,भ्वादि,मुजँ,शब्दे,['अ'],परस्मैपदी,मुज्,सेट्
१.२८४,भ्वादि,मुजिँ,शब्दे,['इ'],परस्मैपदी,मुञ्ज्,सेट्
१.२८५,भ्वादि,वजँ,गतौ॑,['अ'],परस्मैपदी,वज्,सेट्
१.२८६,भ्वादि,व्रजँ,गतौ॑,['अ'],परस्मैपदी,व्रज्,सेट्
१.२८७,भ्वादि,अट्टँ॒,अतिक्रमणहिंस॒नयोः॑ (अतिक्रमहिं॒सयोः॑),['अ'],आत्मनेपदी,अट्ट्,सेट्
१.२८८,भ्वादि,वेष्टँ॒,वेष्ट॑ने,['अ'],आत्मनेपदी,वेष्ट्,सेट्
१.२८९,भ्वादि,चेष्टँ॒,चे॒ष्टाया॑म्,['अ'],आत्मनेपदी,चेष्ट्,सेट्
१.२९०,भ्वादि,गोष्टँ॒,सङ्घा॒ते,['अ'],आत्मनेपदी,गोष्ट्,सेट्
१.२९१,भ्वादि,लोष्टँ॒,सङ्घा॒ते,['अ'],आत्मनेपदी,लोष्ट्,सेट्
१.२९२,भ्वादि,घट्टँ॒,चल॑ने,['अ'],आत्मनेपदी,घट्ट्,सेट्
१.२९३,भ्वादि,स्फुटँ॒,वि॒कस॑ने,['अ'],आत्मनेपदी,स्फुट्,सेट्
१.२९४,भ्वादि,अठिँ॒,गतौ॑,['इ'],आत्मनेपदी,अण्ठ्,सेट्
१.२९५,भ्वादि,वठिँ॒,एकच॒र्याया॑म्,['इ'],आत्मनेपदी,वण्ठ्,सेट्
१.२९६,भ्वादि,मठिँ॒,शोके॑,['इ'],आत्मनेपदी,मण्ठ्,सेट्
१.२९७,भ्वादि,कठिँ॒,शोके॑,['इ'],आत्मनेपदी,कण्ठ्,सेट्
१.२९८,भ्वादि,मुठिँ॒,पाल॑ने,['इ'],आत्मनेपदी,मुण्ठ्,सेट्
१.२९९,भ्वादि,हेठँ॒,विबा॒धाया॑म्,['अ'],आत्मनेपदी,हेठ्,सेट्
१.३००,भ्वादि,एठँ॒,च,['अ'],आत्मनेपदी,एठ्,सेट्
१.३०१,भ्वादि,हिडिँ॒,गत्यनाद॒रयोः॑,['इ'],आत्मनेपदी,हिण्ड्,सेट्
१.३०२,भ्वादि,हुडिँ॒,सङ्घा॒ते,['इ'],आत्मनेपदी,हुण्ड्,सेट्
१.३०३,भ्वादि,कुडिँ॒,दाहे॒,['इ'],आत्मनेपदी,कुण्ड्,सेट्
१.३०४,भ्वादि,वडिँ॒,वि॒भाज॑ने,['इ'],आत्मनेपदी,वण्ड्,सेट्
१.३०५,भ्वादि,मडिँ॒,च,['इ'],आत्मनेपदी,मण्ड्,सेट्
१.३०६,भ्वादि,भडिँ॒,परि॒भाष॑णे,['इ'],आत्मनेपदी,भण्ड्,सेट्
१.३०७,भ्वादि,पिडिँ॒,सङ्घा॒ते,['इ'],आत्मनेपदी,पिण्ड्,सेट्
१.३०८,भ्वादि,मुडिँ॒,मार्ज॑ने,['इ'],आत्मनेपदी,मुण्ड्,सेट्
१.३०९,भ्वादि,तुडिँ॒,तोड॑ने,['इ'],आत्मनेपदी,तुण्ड्,सेट्
१.३१०,भ्वादि,हुडिँ॒,वर॑णे । हर॑ण॒ इत्येके॑,['इ'],आत्मनेपदी,हुण्ड्,सेट्
१.३११,भ्वादि,स्फुडिँ॒,वि॒कस॑ने,['इ'],आत्मनेपदी,स्फुण्ड्,सेट्
१.३१२,भ्वादि,चडिँ॒,कोपे॑,['इ'],आत्मनेपदी,चण्ड्,सेट्
१.३१३,भ्वादि,शडिँ॒,रु॒जायां॑ सङ्घा॒ते च॑,['इ'],आत्मनेपदी,शण्ड्,सेट्
